modelo,vector_size,window,epochs,sg,min_count,mean_test_accuracy,std_test_accuracy,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1,std_test_f1,mean_test_roc_auc,std_test_roc_auc,params
RandomForest,50,3,20,1,1,0.6580036042721226,0.021789194017627505,0.6897141969012959,0.024800351387297356,0.602923709456373,0.04153824744000301,0.6426279475943921,0.02867070725700282,0.7124532512948276,0.02034618741882572,"{'model__max_depth': 3, 'model__n_estimators': 50}"
RandomForest,50,3,20,1,1,0.6600614846420905,0.02613942276440146,0.6901849090640997,0.02967492477452407,0.6094716004263742,0.04079052926991073,0.6466243030365092,0.030682239234096166,0.7141255669502165,0.020475602451923293,"{'model__max_depth': 3, 'model__n_estimators': 100}"
RandomForest,50,3,20,1,1,0.6600634722921581,0.019994532025668973,0.6905485302977378,0.02319692007342927,0.608471651185219,0.03767240960211912,0.6462444744252124,0.025278885984552177,0.7159994092128448,0.01889054509990028,"{'model__max_depth': 3, 'model__n_estimators': 200}"
RandomForest,50,3,20,1,1,0.6904380780748947,0.01714728196506467,0.7203017190800262,0.020282423104781726,0.645703263793716,0.027366651259186876,0.6806404164556866,0.019936553544165198,0.7532660638704013,0.01633214939707544,"{'model__max_depth': 6, 'model__n_estimators': 50}"
RandomForest,50,3,20,1,1,0.6914643680597885,0.020045550614910188,0.7217114404628591,0.01954000149576578,0.6457134155626618,0.03988973553128619,0.6810196549233993,0.02633755251775822,0.7564834641295896,0.01782021797149631,"{'model__max_depth': 6, 'model__n_estimators': 100}"
RandomForest,50,3,20,1,1,0.6937819680385869,0.016494913129950984,0.7254015237206041,0.02054420752192493,0.6467285924572357,0.03723722645257599,0.6830668386195029,0.022348065682774806,0.7585668526424941,0.018276356583286753,"{'model__max_depth': 6, 'model__n_estimators': 200}"
RandomForest,50,3,20,1,1,0.7033081122624758,0.01889689629392245,0.7266986246926727,0.02333108852061591,0.6738845743870869,0.028913376355419945,0.6988830152338685,0.020592994418860405,0.7760782406246569,0.01939014774436896,"{'model__max_depth': 9, 'model__n_estimators': 50}"
RandomForest,50,3,20,1,1,0.7099972172899054,0.022391856826928257,0.7362151181124665,0.026410957618351178,0.6753870361910563,0.03151846175192727,0.7040999532503032,0.024535209088267198,0.7815450426227999,0.01950430819959781,"{'model__max_depth': 9, 'model__n_estimators': 100}"
RandomForest,50,3,20,1,1,0.7138552460710784,0.018988192899152417,0.7395488192994684,0.024228553784874103,0.6809299020354297,0.027682356412926358,0.7086285195215973,0.020378196736961913,0.7843384036203396,0.01975366011320202,"{'model__max_depth': 9, 'model__n_estimators': 200}"
LightGBM,50,3,20,1,1,0.6896642196485835,0.022291430316201635,0.7101238324759273,0.0291222179376266,0.6663265824069845,0.028914590448661525,0.6870151479056846,0.022139537523462927,0.7559496302428066,0.024755459767772527,"{'model__max_depth': 3, 'model__n_estimators': 50}"
LightGBM,50,3,20,1,1,0.7022751967773566,0.022233005975370028,0.7224203719067305,0.027008443177230237,0.6799121871986195,0.03775415172854011,0.6998525785482378,0.025602826099676634,0.770508132292052,0.021834000080952355,"{'model__max_depth': 3, 'model__n_estimators': 100}"
LightGBM,50,3,20,1,1,0.7038242387300241,0.01998610673142711,0.7200359351047022,0.02669305360093041,0.6904751027866606,0.03278513240745981,0.7043126631818538,0.02129514518331509,0.7775536285004679,0.019563988712854113,"{'model__max_depth': 3, 'model__n_estimators': 200}"
LightGBM,50,3,20,1,1,0.70818911827843,0.02200527544418915,0.7250827433172522,0.023998889833658582,0.6924470839043704,0.03969253510371435,0.7077514013845458,0.02605009322870029,0.7824228284278535,0.021154862578842377,"{'model__max_depth': 6, 'model__n_estimators': 50}"
LightGBM,50,3,20,1,1,0.7110215196247316,0.020926173878061036,0.7272606719747146,0.023799804069475267,0.6969950763920613,0.036893079086925434,0.7111915751182992,0.024091970411741444,0.7890343485992786,0.020462076874789837,"{'model__max_depth': 6, 'model__n_estimators': 100}"
LightGBM,50,3,20,1,1,0.7135915511621127,0.01745729235433052,0.730002759684094,0.021998417305614106,0.6995304806862596,0.03185023156567127,0.7138732550885213,0.01949853624853922,0.7910370703037987,0.01961694383405877,"{'model__max_depth': 6, 'model__n_estimators': 200}"
LightGBM,50,3,20,1,1,0.7074251981024566,0.020908779486821266,0.722586472636972,0.02649251608976389,0.696017968631034,0.02980408614310057,0.7085800389298773,0.021519310686247375,0.7852672198744667,0.020040703191257326,"{'model__max_depth': 9, 'model__n_estimators': 50}"
LightGBM,50,3,20,1,1,0.7125679113773089,0.020822978772617125,0.7276443750944398,0.024561737982692785,0.7010481701436475,0.03050674143853107,0.7136618801552652,0.021755775075630965,0.7886695407113287,0.019915623288249605,"{'model__max_depth': 9, 'model__n_estimators': 100}"
LightGBM,50,3,20,1,1,0.7112858770837198,0.016042339114707937,0.7268678736170636,0.019758739964619243,0.6985482970407594,0.027884293621776947,0.7120121729305613,0.017442489768411035,0.7885475515599822,0.021280020736841525,"{'model__max_depth': 9, 'model__n_estimators': 200}"
ExtraTrees,50,3,20,1,1,0.6222265656057033,0.017124492349502377,0.6119453243608858,0.013515284425043258,0.7151489772092787,0.05470639610238744,0.6584972533747708,0.02551736489113691,0.6890602270230675,0.020541590897183156,"{'model__max_depth': 3, 'model__n_estimators': 50}"
ExtraTrees,50,3,20,1,1,0.6258162616277528,0.024341295071997057,0.6080182062113979,0.018796347795825452,0.7548982285163188,0.036882724902527815,0.6732998824781745,0.023527755894871282,0.6970563603822001,0.02249990070692448,"{'model__max_depth': 3, 'model__n_estimators': 100}"
