mean_test_accuracy,std_test_accuracy,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1,std_test_f1,mean_test_roc_auc,std_test_roc_auc,params
0.6623152362479434,0.00711665657207519,0.6553021787144625,0.005155559115724019,0.9483493077742279,0.007861993109815451,0.7750256504239684,0.004413961205350033,0.7050620320430402,0.00812284990557732,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
0.6975856682862501,0.006790411416040392,0.6901574942956011,0.008727324054878973,0.9206602768903088,0.010938572196045838,0.7888019168996417,0.0019899183915025862,0.7569046218205341,0.01354313792964802,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
0.699870369303451,0.006756071559738133,0.6927741728690574,0.009638244789401588,0.9185303514376998,0.013803494565298946,0.7896752869506224,0.0012571517392232152,0.7643834530945949,0.015709566561000872,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
0.6995429317662424,0.004809089455690713,0.6918724973549283,0.006386991601159006,0.9201277955271565,0.009130153460853175,0.7897712534703039,0.001564250410921497,0.7667741722691316,0.016355171174975144,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
0.7034645003936933,0.012640946474186489,0.6946456871138215,0.012685689044903308,0.922790202342918,0.007416607176349399,0.79249474681562,0.0057388343289656195,0.7576205907939402,0.013911178160253074,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
0.7047694494056193,0.008872731813138801,0.6954979077019313,0.009879244915828552,0.9233226837060702,0.008145398584014044,0.7932757129449414,0.0034849927189415366,0.7645516656097785,0.01748083709661577,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
0.7008482008539622,0.005939857269557072,0.6925403220217129,0.007171266108580753,0.9217252396166135,0.010186968301229482,0.7907825116186545,0.0025954422216135603,0.7668355053084932,0.017892552253954596,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
0.7015053164589374,0.01003827627415658,0.692289637072629,0.010665459820355149,0.9249201277955272,0.007933793623935734,0.7917619372457239,0.004162122538579054,0.7592312331540284,0.014085357164558132,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
0.7034632200905175,0.004452440996946843,0.6941487448463098,0.0068630171800466225,0.9238551650692225,0.010938572196045866,0.7926056173585043,0.000925711688077686,0.7652412859423209,0.017362833506614193,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
0.701829233162413,0.004862210882713577,0.6922957460849833,0.006857069675413447,0.9254526091586794,0.009876058035671669,0.7919907432936336,0.0010390603574938592,0.7672400994494396,0.019421867295713865,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
0.7008514016119017,0.013717160129433765,0.6927257859540482,0.013014761259788274,0.9217252396166135,0.005977088477274675,0.7908644497629133,0.006622537199449914,0.7587407604407302,0.014348895917007333,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
0.7047691293298253,0.006756799312777359,0.6950279211763631,0.008974596994592236,0.9249201277955272,0.011370690364250589,0.7935383132589297,0.0017558928853446106,0.7650142996376609,0.017386635892708294,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
0.7028070647129239,0.005230134534143393,0.693128998867039,0.006862807884229565,0.9254526091586794,0.013194368150547251,0.7925153064911913,0.002870525750249492,0.7666687229623631,0.017866537112409753,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
0.7302465223764987,0.01053201314162334,0.7293244240109762,0.011485719515052896,0.8913738019169329,0.008552917148141114,0.8021532034675708,0.006186806112614011,0.7929643859849729,0.016132238136630762,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
0.726655592044196,0.01550563886558008,0.7266584405100928,0.016130893898462922,0.889776357827476,0.011592939859998553,0.7998073378124015,0.009003743583245823,0.7983539541129233,0.015212857645448826,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
0.7299174844603202,0.009870483031130223,0.7286808259166971,0.012092945090018788,0.8924387646432375,0.007416607176349399,0.8021668601798074,0.004557540840272686,0.799825471475073,0.01611628328021647,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
0.7292613290827269,0.004580862411293925,0.7258366010261591,0.00516620611458779,0.8977635782747604,0.00345087364132475,0.8026764785188104,0.0023774998046409983,0.7935738124960782,0.02014613967968865,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
0.7282854179869793,0.00829732708456749,0.7273863823791795,0.009715276873172338,0.8913738019169329,0.008552917148141107,0.8009867301013234,0.004526176110962905,0.7952780026245313,0.01906983777585244,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
0.7286106149936304,0.004692382773702315,0.7262149237304056,0.0060229594819523665,0.8951011714589989,0.005881448890941042,0.8018230001897394,0.0023968184948471357,0.7971068980201191,0.018276245724930505,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
0.7341639300186285,0.01638339210395232,0.7309484295232166,0.014606977954400333,0.8972310969116082,0.003984725651516447,0.8055417364308859,0.010190154895707224,0.7941512432514326,0.019722200219998945,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
0.7276318232157375,0.011716387452971662,0.7270341007425745,0.01259073250588113,0.8908413205537805,0.003984725651516457,0.8005522723518409,0.006196842127440657,0.796666659139461,0.019695474387817526,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
0.7302426814669714,0.0067605945796915855,0.72746320925314,0.008434859599424156,0.8961661341853034,0.005977088477274676,0.8029860502763588,0.003095156813363709,0.7972443926937659,0.01850046253415611,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
0.7322047460838726,0.011710779286226557,0.728351044946585,0.01065427680045978,0.8988285410010649,0.0019923628257582184,0.8046265598196846,0.00719819888581069,0.7948397481889714,0.020783644925491247,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
0.7348178448656641,0.012341120544143757,0.7318076331137652,0.012926486507759967,0.8966986155484559,0.003282435571336002,0.8058190386534957,0.00685404405053533,0.7961491227007723,0.018776240165507472,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
0.7348152842593126,0.007841126308761806,0.730759943259085,0.010158966295144286,0.8993610223642173,0.0072620775809296165,0.8062457321344394,0.0034205698475013404,0.7966144819192075,0.01875644171926792,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
0.6234490727404249,0.0010964031750758392,0.6203117876751699,0.0005794086626856714,0.9952076677316294,0.0013043076372647097,0.7642607004622856,0.0008177118088085347,0.7119705389280725,0.014558189317695399,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
0.6257350540608017,0.0013074538682696344,0.6217565682046491,0.0007127492937053373,0.9952076677316294,0.0013043076372647097,0.7653562064894315,0.0008765340255505465,0.7080257392109313,0.011517099488523636,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
0.6263876886046615,0.0032611562466673383,0.6222535773433977,0.001768302264471532,0.9946751863684771,0.0019923628257582284,0.7655748092060323,0.001897243837585383,0.7139594148131435,0.01339270612511475,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
0.6234490727404249,0.0010964031750758392,0.6203117876751699,0.0005794086626856714,0.9952076677316294,0.0013043076372647097,0.7642607004622856,0.0008177118088085347,0.7122279009285629,0.014469801967291175,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
0.6254082566751807,0.0012009527008307154,0.6215495230874244,0.0005801503673344765,0.9952076677316294,0.0013043076372647097,0.7651994033209503,0.0008185013759016167,0.70802338524847,0.010966446799835052,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
0.6263876886046615,0.0032611562466673383,0.6222535773433977,0.001768302264471532,0.9946751863684771,0.0019923628257582284,0.7655748092060323,0.001897243837585383,0.7140305674342843,0.013183315343277694,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
0.623122595430598,0.00154954962987334,0.6201853409860208,0.0007532902283012117,0.9946751863684771,0.0019923628257582284,0.7640076188547654,0.001156982813984928,0.7110455445888734,0.01393610173821228,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
0.6267148060660764,0.0020659150727666393,0.6223783688035185,0.001155705764698537,0.9952076677316294,0.0013043076372647097,0.7658271194220138,0.001240859640779405,0.7074349185833498,0.011101026734093068,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
0.6267141659144886,0.0029297145708123275,0.6224603705501909,0.001561209985691485,0.9946751863684771,0.0019923628257582284,0.7657313012442163,0.001719845440609279,0.7132845050352558,0.013203557469307363,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
0.623122595430598,0.00154954962987334,0.6201853409860208,0.0007532902283012117,0.9946751863684771,0.0019923628257582284,0.7640076188547654,0.001156982813984928,0.71137716589352,0.01391195182460735,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
0.6263883287562494,0.0017671198775444518,0.622170991350632,0.0010038105643413644,0.9952076677316294,0.0013043076372647097,0.7656700645630535,0.0010968515836920153,0.7073746051381936,0.010571233055198425,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
0.6270406432243155,0.00338146962487437,0.6226689960093174,0.0018513408070110304,0.9946751863684771,0.0019923628257582284,0.7658889367121967,0.001929461324117093,0.7132867255608915,0.012904853321357298,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
0.6626404332545947,0.01174223028133985,0.6513262413079176,0.00753818685386247,0.968583599574015,0.005271296558366193,0.7788755530391868,0.00680942456616157,0.7563076733633478,0.02007736111389471,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
0.6639457023423146,0.008091183846275593,0.6515013230685852,0.005847113600179201,0.972310969116081,0.004938029017835834,0.7801933409840225,0.004261987449522313,0.756100902737761,0.021958859230692802,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
0.6642750603342872,0.008683194910652427,0.6515908957562669,0.0053226120313289195,0.9728434504792333,0.006901747282649516,0.7804419512567887,0.005425712286313674,0.7581076762647433,0.021736138472414603,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
0.6639463424939026,0.010720415504152961,0.6522234586555281,0.006300639580843026,0.968583599574015,0.008684508216347213,0.7795206666433515,0.006858212558172396,0.7559410847674882,0.02173003837531415,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
0.6652522517332105,0.008174350787618119,0.6522073413556935,0.005722329260679182,0.9733759318423855,0.005271296558366159,0.7810454995409386,0.004488368111770642,0.7543056231578448,0.021896949883882525,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
0.6642741001069052,0.0067786933716764705,0.6512464677846966,0.003725558904371156,0.9744408945686901,0.0069017472826494826,0.7807136139118942,0.004609010510356865,0.7572635925422363,0.020586747174261136,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
0.6688473430508344,0.009580018860684622,0.6551651446915042,0.005102002289348311,0.9712460063897764,0.009130153460853194,0.7824905735621228,0.0065691817875556955,0.7565883714117554,0.02058158966735195,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
0.6665607215788699,0.008988733615509545,0.6532181255321508,0.0053324381213162774,0.9728434504792332,0.00903650838577059,0.7816032304274128,0.005869954293332331,0.7574817805700517,0.02229004706448544,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
0.6619881187865286,0.006265979032711722,0.6501541146994877,0.003136977719458132,0.9717784877529287,0.007642545311186031,0.7790741071762836,0.00454553849104009,0.7575624961636914,0.021984840078103134,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
0.6698267749803154,0.009886228141303095,0.6558950462494363,0.005894143302062606,0.9712460063897762,0.006521538186323684,0.7830096210527876,0.006236610212048141,0.7579394774353879,0.02030623221428066,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
0.6685192653620377,0.00800930263398266,0.6546374675291161,0.005241687998097422,0.9728434504792332,0.007933793623935764,0.7826129105352049,0.004942393173296098,0.7564830538310842,0.021026339577590508,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
0.665580649497801,0.007655803371577657,0.6523883835288996,0.004085069529854681,0.9733759318423855,0.007969451303032903,0.7811909969250507,0.005281253832366886,0.7566161314036589,0.02208352255757831,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
0.7041180951649352,0.006840361411885366,0.6907802556472907,0.0054622986335768255,0.9371671991480298,0.006693186948869286,0.7953069824806662,0.004385030419289676,0.784866589177507,0.021117187120633815,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
0.6988918976013521,0.006357778543156298,0.686377998869637,0.006426338748674645,0.937699680511182,0.0072620775809296165,0.7925448114426649,0.003107171137353797,0.7898578500918695,0.022249539804106766,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
0.7015043562315557,0.00600651209153415,0.6870289762984275,0.005637864975085274,0.943024494142705,0.0032824355713360017,0.7949007197646248,0.0029366127384221857,0.7929090079916342,0.021477872069248765,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
0.6985689411252585,0.013666993838944609,0.6872741047147771,0.009952706697537643,0.9334398296059638,0.006693186948869286,0.7916408722049403,0.00852275227903477,0.7882881249368313,0.023370447418291092,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
0.6979137459750469,0.012460548405614646,0.6852639052052542,0.008830745595223023,0.9387646432374867,0.0071835663275995965,0.792210092644972,0.007793737217488186,0.7903133212993846,0.023180131302755667,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
0.697261111431187,0.011968291147386333,0.6840065894385893,0.008430687273082778,0.9414270500532481,0.005430265722676042,0.7923217379540679,0.007436758228778359,0.7921216674238352,0.022176547039190357,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
0.7021617919123249,0.013815597389334154,0.6882694186177339,0.009055801988713976,0.9403620873269435,0.009961814128791121,0.7947952643697137,0.009234394745576642,0.7884019294417545,0.02111788852571997,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
0.6946486528009833,0.011112445688196642,0.6831965789013487,0.00821988329576342,0.9366347177848775,0.011245320597413656,0.7900390272273231,0.007160765789829995,0.7894394520823912,0.021083749050371095,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
0.6966071965841513,0.00872201551184625,0.6840484717336565,0.006596462800501826,0.939297124600639,0.00940549613027458,0.7915691688277334,0.005635174847517067,0.790641863292672,0.02056859410579122,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
0.7050988073975918,0.011177430809017883,0.6904678501021205,0.008971450278627243,0.9414270500532481,0.005271296558366193,0.796614509205899,0.006468897709201156,0.7879783770072063,0.019414413118628765,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
0.7011791592249045,0.008681734749402979,0.6881023651986983,0.007362761718171145,0.9382321618743344,0.006024338923847077,0.7938961867147593,0.004924956968142628,0.7872458379172306,0.018940577129641662,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
0.697586948589426,0.00872242784430146,0.684999997804098,0.0070101796354098,0.9387646432374868,0.00643399679105144,0.7920226753212987,0.005168583282886234,0.7884360636081715,0.020090822390661404,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
